gi_1183032_dbj_D63821_1_HPCJK049E1_Hepatitis_C_virus_(isolate_JK049)_genomic_RNA__complete_genome,,,,,,,
gi_669687816_gb_KJ470621_1__Hepatitis_C_virus_isolate_HKP16__complete_genome,,China: Hainan island,,,6 new variant,,
gi_669687822_gb_KJ470624_1__Hepatitis_C_virus_isolate_HK38__complete_genome,,China: Hainan island,,,6 new variant,,
gi_669687814_gb_KJ470620_1__Hepatitis_C_virus_isolate_HKP7__complete_genome,,China: Hainan island,,,6 new variant,,
gi_60115457_dbj_D84265_2__Hepatitis_C_virus_(isolate_VN004)_genomic_RNA__complete_genome,,,,,,,
gi_113720389_gb_DQ835762_1__Hepatitis_C_virus_subtype_6i_isolate_C-0159__complete_genome,,Thailand,,serum of a Thai blood donor_C-0159,6i,,
gi_113720405_gb_DQ835770_1__Hepatitis_C_virus_subtype_6i_isolate_Th602__complete_genome,,Thailand,,serum of a Thai patient with hepatitis C,6i,,
gi_161898764_gb_EU246935_1__Hepatitis_C_virus_strain_TH24_polyprotein_gene__complete_cds,,Thailand: Bangkok,,blood donor serum,6i,,
gi_407751086_gb_JX183558_1__Hepatitis_C_virus_isolate_QC271__complete_genome,,Canada,Homo sapiens,immigrant from Thailand,intermediate between subtypes 6j and 6i,,
gi_113720403_gb_DQ835769_1__Hepatitis_C_virus_subtype_6j_isolate_Th553__complete_genome,,Thailand,,serum of a Thai patient with hepatitis C,6j,,
gi_113720387_gb_DQ835761_1__Hepatitis_C_virus_subtype_6j_isolate_C-0667__complete_genome,,Thailand,,serum of a Thai blood donor_C-0667,6j,,
gi_113720397_gb_DQ835766_1__Hepatitis_C_virus_subtype_6m_isolate_C-0192__complete_genome,,Thailand,,serum of a Thai blood donor_C-0192,6m,,
gi_113720395_gb_DQ835765_1__Hepatitis_C_virus_subtype_6m_isolate_C-0185__complete_genome,,Thailand,,serum of the wife of a Thai blood donor_C-0192,6m,,
gi_113720399_gb_DQ835767_1__Hepatitis_C_virus_subtype_6m_isolate_B4/92__complete_genome,,Thailand,,serum of a Thai blood donor_B4/92,6m,,
gi_113720391_gb_DQ835763_1__Hepatitis_C_virus_subtype_6m_isolate_C-0208__complete_genome,,Thailand,,serum of a Thai blood donor_C-0208,6m,,
gi_407751084_gb_JX183557_1__Hepatitis_C_virus_isolate_DH027__complete_genome,,China: Dehong City_Yunnan,Homo sapiens,IDU,intermediate between subtypes 6m and 6n,,
gi_161898768_gb_EU246937_1__Hepatitis_C_virus_strain_TH22_polyprotein_gene__complete_cds,,Thailand: Bangkok,,blood donor serum,6n,,
gi_161898770_gb_EU246938_1__Hepatitis_C_virus_strain_TH31_polyprotein_gene__complete_cds,,Thailand: Bangkok,,blood donor serum,6n,,
gi_113720401_gb_DQ835768_1__Hepatitis_C_virus_subtype_6n_isolate_D86/93__complete_genome,,Thailand,,serum of a Thai injection drug user,6n,,
gi_82617877_gb_DQ278894_1__Hepatitis_C_virus_subtype_6n_isolate_KM42__complete_genome,,China: Kunming,,serum from a patient with chronic hepatitis,6n,,
gi_62362183_gb_AY878652_1__Hepatitis_C_virus_subtype_6n_isolate_KM42__complete_genome,,China: Kunming,,patient serum,6n,,
gi_407751068_gb_JX183549_1__Hepatitis_C_virus_isolate_KM35__complete_genome,,China: Kunming_Yunnan,Homo sapiens,patient serum,6k-related,,
gi_60115456_dbj_D84264_2__Hepatitis_C_virus_(isolate_VN405)_genomic_RNA__complete_genome,,,,,,,
gi_685430766_gb_KJ567645_1__Hepatitis_C_virus_isolate_6_VN110__complete_genome,,Viet Nam,Homo sapiens,,6,6xb,
gi_407751074_gb_JX183552_1__Hepatitis_C_virus_isolate_TV476__complete_genome,,Viet Nam: Ho Chi Minh City,Homo sapiens,blood donor,6k-related,,
gi_685430764_gb_KJ567644_1__Hepatitis_C_virus_isolate_6_VN139__complete_genome,,Viet Nam,Homo sapiens,,6,,unclassified genotype 6 variant
gi_407751072_gb_JX183551_1__Hepatitis_C_virus_isolate_TV257__complete_genome,,Viet Nam: Ho Chi Minh City,Homo sapiens,blood donor,6k-related,,
gi_407751070_gb_JX183550_1__Hepatitis_C_virus_isolate_QC273__complete_genome,,Canada,Homo sapiens,immigrant from Cambodia,6k-related,,
gi_82617875_gb_DQ278893_1__Hepatitis_C_virus_subtype_6k_isolate_KM41__complete_genome,,China: Kunming,,serum from a patient with chronic hepatitis,6k,,
gi_62362181_gb_AY878651_1__Hepatitis_C_virus_subtype_6k_isolate_KM41__complete_genome,,China: Kunming,,patient serum,6k,,
gi_82617873_gb_DQ278891_1__Hepatitis_C_virus_subtype_6k_isolate_KM45__complete_genome,,China: Kunming,,serum from a patient with chronic hepatitis,6k,,
gi_62362179_gb_AY878650_1__Hepatitis_C_virus_subtype_6k_isolate_KM45__complete_genome,,China: Kunming,,patient serum,6k,,
gi_407751076_gb_JX183553_1__Hepatitis_C_virus_isolate_TV533__complete_genome,,Viet Nam: Ho Chi Minh City,Homo sapiens,blood donor,6l-related,,
gi_407751078_gb_JX183554_1__Hepatitis_C_virus_isolate_L349__complete_genome,,Laos: Vientiane,Homo sapiens,,6l-related,,
gi_407751080_gb_JX183555_1__Hepatitis_C_virus_isolate_TV317__complete_genome,,Viet Nam: Ho Chi Minh City,Homo sapiens,blood donor,6l,,
gi_407751082_gb_JX183556_1__Hepatitis_C_virus_isolate_TV494__complete_genome,,Viet Nam: Ho Chi Minh City,Homo sapiens,blood donor,6l,,
gi_145687739_gb_EF424628_1__Hepatitis_C_virus_subtype_6l_isolate_537796__complete_genome,,USA,,serum of an Asian immigrant,6l,,
gi_161898760_gb_EU246933_1__Hepatitis_C_virus_strain_D33_polyprotein_gene__complete_cds,,Viet Nam: Ho Chi Minh City,,blood donor serum,6l,,
gi_157781214_ref_NC_009827_1__Hepatitis_C_virus_genotype_6__complete_genome,,,,,6,6b,
gi_60115454_dbj_D84262_2__Hepatitis_C_virus_(isolate_Th580)_genomic_RNA__complete_genome,,,,,,,
gi_161898754_gb_EU246930_1__Hepatitis_C_virus_strain_D9_polyprotein_gene__complete_cds,,Viet Nam: Ho Chi Minh City,,blood donor serum,6a,,
gi_93102515_gb_DQ480524_1__Hepatitis_C_virus_subtype_6a_strain_6a74__complete_genome,,Hong Kong,,serum from patient responsive to IFN combo treatment,6a,,
gi_93102513_gb_DQ480523_1__Hepatitis_C_virus_subtype_6a_strain_6a62__complete_genome,,Hong Kong,,serum from patient responsive to IFN combo treatment,6a,,
gi_93102501_gb_DQ480517_1__Hepatitis_C_virus_subtype_6a_strain_6a73__complete_genome,,Hong Kong,,serum from patient responsive to IFN combo treatment,6a,,
gi_93102495_gb_DQ480514_1__Hepatitis_C_virus_subtype_6a_strain_6a63__complete_genome,,Hong Kong,,serum from patient responsive to IFN combo treatment,6a,,
gi_93102491_gb_DQ480512_1__Hepatitis_C_virus_subtype_6a_strain_6a77__complete_genome,,Hong Kong,,serum from patient resistant to IFN combo treatment,6a,,
gi_93102499_gb_DQ480516_1__Hepatitis_C_virus_subtype_6a_strain_6a61__complete_genome,,Hong Kong,,serum from patient resistant to IFN combo treatment,6a,,
gi_93102511_gb_DQ480522_1__Hepatitis_C_virus_subtype_6a_strain_6a72__complete_genome,,Hong Kong,,serum from patient resistant to IFN combo treatment,6a,,
gi_93102509_gb_DQ480521_1__Hepatitis_C_virus_subtype_6a_strain_6a69__complete_genome,,Hong Kong,,serum from patient responsive to IFN combo treatment,6a,,
gi_93102503_gb_DQ480518_1__Hepatitis_C_virus_subtype_6a_strain_6a65__complete_genome,,Hong Kong,,serum from patient responsive to IFN combo treatment,6a,,
gi_93102497_gb_DQ480515_1__Hepatitis_C_virus_subtype_6a_strain_6a64__complete_genome,,Hong Kong,,serum from patient responsive to IFN combo treatment,6a,,
gi_93102493_gb_DQ480513_1__Hepatitis_C_virus_subtype_6a_strain_6a35__complete_genome,,Hong Kong,,serum from patient resistant to IFN combo treatment,6a,,
gi_93102507_gb_DQ480520_1__Hepatitis_C_virus_subtype_6a_strain_6a67__complete_genome,,Hong Kong,,serum from patient resistant to IFN combo treatment,6a,,
gi_93102505_gb_DQ480519_1__Hepatitis_C_virus_subtype_6a_strain_6a66__complete_genome,,Hong Kong,,serum from patient responsive to IFN combo treatment,6a,,
gi_57791993_gb_AY859526_1__Hepatitis_C_virus_(isolate_6a33)__complete_genome,,Hong Kong,,patient resistant to IFN combo treatment,6a,,
gi_685430772_gb_KJ567648_1__Hepatitis_C_virus_isolate_6_TV453__complete_genome,,Viet Nam,Homo sapiens,,6,,unclassified genotype 6 variant
gi_685430770_gb_KJ567647_1__Hepatitis_C_virus_isolate_6_VN214__complete_genome,,Viet Nam,Homo sapiens,,6,,unclassified genotype 6 variant
gi_685430768_gb_KJ567646_1__Hepatitis_C_virus_isolate_6_TV469__complete_genome,,Viet Nam,Homo sapiens,,6,,unclassified genotype 6 variant
gi_161898766_gb_EU246936_1__Hepatitis_C_virus_strain_TH52_polyprotein_gene__complete_cds,,Thailand: Bangkok,,blood donor serum,6f,,
gi_113720393_gb_DQ835764_1__Hepatitis_C_virus_subtype_6f_isolate_C-0046__complete_genome,,Thailand,,serum of a Thai blood donor_C-0046,6f,,
gi_113720385_gb_DQ835760_1__Hepatitis_C_virus_subtype_6f_isolate_C-0044__complete_genome,,Thailand,,serum of the wife of a Thai blood donor_C-0046,6f,,
gi_145687733_gb_EF424625_1__Hepatitis_C_virus_subtype_6q_isolate_QC99__complete_genome,,Canada,,serum of a Cambodian immigrant,6q,,
gi_145687741_gb_EF424629_1__Hepatitis_C_virus_subtype_6c_isolate_Th846__complete_genome,,Thailand,,serum of a commercial blood donor,6c,,
gi_60115455_dbj_D84263_2__Hepatitis_C_virus_(isolate_VN235)_genomic_RNA__complete_genome,,,,,,,
gi_161898772_gb_EU246939_1__Hepatitis_C_virus_strain_D49_polyprotein_gene__complete_cds,,Viet Nam: Ho Chi Minh City,,blood donor serum,6,,
gi_156960158_gb_EF632069_1__Hepatitis_C_virus_isolate_TV241__complete_genome,,Viet Nam,,serum sample of a male patient with chronic hepatitis,6t,,
gi_156960162_gb_EF632071_1__Hepatitis_C_virus_isolate_VT21__complete_genome,,Viet Nam,,serum sample of an HCV carrier with AIDS and tuberculosis,6t,,
gi_156960160_gb_EF632070_1__Hepatitis_C_virus_isolate_TV249__complete_genome,,Viet Nam,,serum sample of a female patient with chronic hepatitis,6t,,
gi_161898774_gb_EU246940_1__Hepatitis_C_virus_strain_D83_polyprotein_gene__complete_cds,,Viet Nam: Ho Chi Minh City,,blood donor serum,6,,
gi_161898756_gb_EU246931_1__Hepatitis_C_virus_strain_D42_polyprotein_gene__complete_cds,,Viet Nam: Ho Chi Minh City,,blood donor serum,6e,,
gi_83699530_gb_DQ314805_1__Hepatitis_C_virus_subtype_6e_isolate_GX004__complete_genome,,China: Guangxi,,serum of an injection drug user coinfected with HIV,6e,,
gi_161898758_gb_EU246932_1__Hepatitis_C_virus_strain_D88_polyprotein_gene__complete_cds,,Viet Nam: Ho Chi Minh City,,blood donor serum,6e,,
gi_685430780_gb_KJ567652_1__Hepatitis_C_virus_isolate_6_TV566__complete_genome,,Viet Nam,Homo sapiens,,6,,unclassified genotype 6 variant
gi_685430776_gb_KJ567650_1__Hepatitis_C_virus_isolate_6_TV548__complete_genome,,Viet Nam,Homo sapiens,,6,,unclassified genotype 6 variant
gi_685430774_gb_KJ567649_1__Hepatitis_C_virus_isolate_6_TV443__complete_genome,,Viet Nam,Homo sapiens,,6,,unclassified genotype 6 variant
gi_685430778_gb_KJ567651_1__Hepatitis_C_virus_isolate_6_TV520__complete_genome,,Viet Nam,Homo sapiens,,6,6xc,
gi_145687735_gb_EF424626_1__Hepatitis_C_virus_subtype_6p_isolate_QC216__complete_genome,,Canada,,serum of a Vietnamese immigrant,6p,,
gi_145687737_gb_EF424627_1__Hepatitis_C_virus_subtype_6o_isolate_QC227__complete_genome,,Canada,,serum of Caucasian with post-transfusional hepatitis,6o,,
gi_161898762_gb_EU246934_1__Hepatitis_C_virus_strain_D85_polyprotein_gene__complete_cds,,Viet Nam: Ho Chi Minh City,,blood donor serum,6o,,
gi_186461124_gb_EU408332_1__Hepatitis_C_virus_isolate_DH028_polyprotein_precursor__gene__complete_cds,,China,,serum of a patient coinfected with HCV and HIV-1,6u,,
gi_186461122_gb_EU408331_1__Hepatitis_C_virus_isolate_DH014_polyprotein_precursor__gene__complete_cds,,China,,serum of a patient coinfected with HCV and HIV-1,6u,,
gi_186461120_gb_EU408330_1__Hepatitis_C_virus_isolate_DH012_polyprotein_precursor__gene__complete_cds,,China,,serum of a patient coinfected with HCV and HIV-1,6u,,
gi_193073230_gb_EU158186_1__Hepatitis_C_virus_isolate_NK46__complete_genome,Aug-2004,China,,serum from female,,6v,
gi_209887240_gb_EU798761_1__Hepatitis_C_virus_subtype_6v_isolate_KM046_polyprotein_precursor__gene__complete_cds,,China,,serum of a voluntary blood donor,,6v,
gi_224552349_gb_FJ435090_1__Hepatitis_C_virus_isolate_KM181_genotype_6v__complete_genome,,China: Kunming_Yunnan Province,,serum of a patient coinfected with HIV-1,6v,,
gi_209887238_gb_EU798760_1__Hepatitis_C_virus_subtype_6v_isolate_KMN-02_polyprotein_precursor__gene__complete_cds,,China,,serum of a voluntary blood donor,,6v,
gi_661568179_gb_KJ925146_1__Hepatitis_C_virus_strain_SA1__complete_genome,,South Africa,,,5a,,
gi_661568181_gb_KJ925147_1__Hepatitis_C_virus_strain_SA2__complete_genome,,South Africa,,,5a,,
gi_661568185_gb_KJ925149_1__Hepatitis_C_virus_strain_SA4__complete_genome,,South Africa,,,5a,,
gi_661568183_gb_KJ925148_1__Hepatitis_C_virus_strain_SA3__complete_genome,,South Africa,,,5a,,
gi_379772006_gb_JF735110_1__Hepatitis_C_virus_isolate_QC114__complete_genome,,Canada,Homo sapiens,serum from a patient infected with HCV,2,,
gi_379772010_gb_JF735112_1__Hepatitis_C_virus_isolate_QC182__complete_genome,,Canada,Homo sapiens,serum from a patient infected with HCV,2,,
gi_379772024_gb_JF735119_1__Hepatitis_C_virus_isolate_QC331__complete_genome,,Canada,Homo sapiens,serum from a patient infected with HCV,2,,
gi_395147279_gb_JX227968_1__Hepatitis_C_virus_subtype_2m_isolate_HCV-2m/CA/BID-G1315__complete_genome,,Canada,Homo sapiens,plasma,,,
gi_395147277_gb_JX227967_1__Hepatitis_C_virus_subtype_2m_isolate_HCV-2m/CA/BID-G1314__complete_genome,,Canada,Homo sapiens,plasma,,,
gi_379772008_gb_JF735111_1__Hepatitis_C_virus_isolate_QC178__complete_genome,,Canada,Homo sapiens,serum from a patient infected with HCV,2m,,
gi_379772018_gb_JF735116_1__Hepatitis_C_virus_isolate_QC289__complete_genome,,Canada,Homo sapiens,serum from a patient infected with HCV,2,,
gi_317448464_emb_FN666428_2__Hepatitis_C_virus_gene_for_polyprotein__genomic_RNA__subtype_2q__isolate_963,2002,Spain:Barcelona,Homo sapiens,host serum,,,subtype 2q
gi_379772022_gb_JF735118_1__Hepatitis_C_virus_isolate_QC302__complete_genome,,Canada,Homo sapiens,serum from a patient infected with HCV,2,,
gi_395147250_gb_JX227953_1__Hepatitis_C_virus_subtype_2k_isolate_HCV-2k/GB/BID-G1242__complete_genome,,United Kingdom,Homo sapiens,plasma,,,
gi_6521008_dbj_AB031663_1__Hepatitis_C_virus_(isolate_VAT96)_genomic_RNA__complete_genome,,,Homo sapiens,human serum,,,HCV; genotype 2
gi_379772026_gb_JF735120_1__Hepatitis_C_virus_isolate_QC64__complete_genome,,Canada,Homo sapiens,serum from a patient infected with HCV,2e,,
gi_379772016_gb_JF735115_1__Hepatitis_C_virus_isolate_QC283__complete_genome,,Canada,Homo sapiens,serum from a patient infected with HCV,2r,,
gi_379772012_gb_JF735113_1__Hepatitis_C_virus_isolate_QC232__complete_genome,,Canada,Homo sapiens,serum from a patient infected with HCV,2j,,
gi_315570727_gb_HM777359_1__Hepatitis_C_virus_isolate_C1292_genotype_2j__complete_genome,14-Nov-2005,Venezuela,Homo sapiens,serum,2j,,
gi_379772014_gb_JF735114_1__Hepatitis_C_virus_isolate_QC259__complete_genome,,Canada,Homo sapiens,serum from a patient infected with HCV,2d,,
gi_379772020_gb_JF735117_1__Hepatitis_C_virus_isolate_QC297__complete_genome,,Canada,Homo sapiens,serum from a patient infected with HCV,2,,
gi_703556627_gb_KM349851_1__Hepatitis_C_virus_strain_SB__complete_genome,01-Feb-2002,USA: Los Angeles_CA,Homo sapiens,human B cells isolated from spleen tumor (SB),2b,,
gi_9757541_dbj_AB030907_1__Hepatitis_C_virus_(isolate_JPUT971017)_genomic_RNA__complete_genome,,,,,,,
gi_386646758_gb_JQ745651_1__Hepatitis_C_virus_clone_J8CF__complete_genome,16-Jan-2012,Denmark,,,2b,,
gi_7329210_gb_AF238486_1__Hepatitis_C_virus_subtype_2b_strain_MD2b-1__complete_genome,,,,,2b,,
gi_557164187_gb_KF676352_1__Hepatitis_C_virus_subtype_2a_isolate_PR63cc__complete_genome,,China,,cell cultured,,2a,
gi_557164185_gb_KF676351_1__Hepatitis_C_virus_subtype_2a_isolate_PR63__complete_genome,,China,Homo sapiens,,,2a,
gi_6707279_gb_AF169002_1__Hepatitis_C_virus_subtype_2a_isolate_NDM228__complete_genome,,,,,2a,,
gi_7329204_gb_AF238483_1__Hepatitis_C_virus_subtype_2a_strain_MD2a-4__complete_genome,,,,,2a,,
gi_6707281_gb_AF169003_1__Hepatitis_C_virus_subtype_2a_isolate_G2aK1__complete_genome,,,,,2a,,
gi_7329208_gb_AF238485_1__Hepatitis_C_virus_subtype_2a_strain_MD2a-7__complete_genome,,,,,2a,,
gi_6707285_gb_AF169005_1__Hepatitis_C_virus_subtype_2a_isolate_NDM59__complete_genome,,,,,2a,,
gi_6707283_gb_AF169004_1__Hepatitis_C_virus_subtype_2a_isolate_G2aK3__complete_genome,,,,,2a,,
gi_7329206_gb_AF238484_1__Hepatitis_C_virus_subtype_2a_strain_MD2a-5__complete_genome,,,,,2a,,
gi_7329202_gb_AF238482_1__Hepatitis_C_virus_subtype_2a_strain_MD2a-2__complete_genome,,,,,2a,,
gi_7329200_gb_AF238481_1__Hepatitis_C_virus_subtype_2a_strain_MD2a-1__complete_genome,,,,,2a,,
gi_157781212_ref_NC_009823_1__Hepatitis_C_virus_genotype_2__complete_genome,,,,,2,2a,infectious cDNA
gi_6010579_gb_AF177036_1__Hepatitis_C_virus_subtype_2a_strain_HC-J6CH_clone_pJ6CF__complete_genome,,,,,2a,,infectious cDNA
gi_393714880_dbj_AB690461_1__Hepatitis_C_virus_subtype_2a_genomic_RNA__complete_genome__strain__J6CF/JFH2_1,01-Dec-2011,Japan:Tokyo,Homo sapiens,,,,chimera strain consists of J6CF and JFH2.1; genotype: 2a
gi_393714878_dbj_AB690460_1__Hepatitis_C_virus_subtype_2a_genomic_RNA__complete_genome__strain__JFH2_1,01-Dec-2011,Japan:Tokyo,Homo sapiens,,,,genotype: 2a
gi_509263124_gb_KC967478_1__Hepatitis_C_virus_isolate_DH10/JFH1__complete_genome,01-Mar-2012,Denmark,Homo sapiens,,2b,,
gi_509263122_gb_KC967477_1__Hepatitis_C_virus_isolate_DH8/JFH1__complete_genome,01-Mar-2012,Denmark,Homo sapiens,,2b,,
gi_509263126_gb_KC967479_1__Hepatitis_C_virus_isolate_S83/JFH1__complete_genome,01-Mar-2012,Denmark,Homo sapiens,,2c,,
gi_509263120_gb_KC967476_1__Hepatitis_C_virus_isolate_T9/JFH1__complete_genome,01-Mar-2012,Denmark,Homo sapiens,,2a,,
gi_396582917_gb_JX014307_1__Hepatitis_C_virus_clone_JFH1-ad16__complete_genome,,,,,2a,,
gi_588293194_gb_KF268446_1__Mutant_Hepatitis_C_virus_isolate_Ad-JFH1-DeltaV3-EGFP__complete_genome,01-May-2012,USA,Homo sapiens,hepatoma cell line Huh7.5,2a,,
gi_566037479_gb_KF700370_1__Hepatitis_C_virus_clone_JFH1-AM120__complete_genome,Oct-2010,USA,Homo sapiens,,2a,,
gi_13122261_dbj_AB047639_1__Hepatitis_C_virus_(isolate_JFH-1)_genomic_RNA__complete_genome,,,,,,,isolated from fulminant hepatitis patient/genotype 2a
gi_1483141_dbj_D50409_1__Hepatitis_C_virus_(isolate_BEBE1)_genomic_RNA__complete_genome,,,,,,,
gi_395147246_gb_JX227951_1__Hepatitis_C_virus_subtype_2c_isolate_HCV-2c/GB/BID-G1240__complete_genome,,United Kingdom,Homo sapiens,plasma,,,
gi_395147276_gb_JX227966_1__Hepatitis_C_virus_subtype_2c_isolate_HCV-2c/GB/BID-G1294__complete_genome,,United Kingdom,Homo sapiens,plasma,,,
gi_395147274_gb_JX227965_1__Hepatitis_C_virus_subtype_2c_isolate_HCV-2c/GB/BID-G1293__complete_genome,,United Kingdom,Homo sapiens,plasma,,,
gi_379772062_gb_JF735138_1__Hepatitis_C_virus_isolate_QC58__complete_genome,,Canada,Homo sapiens,serum from a patient infected with HCV,4,,
gi_239836684_gb_FJ462435_1__Hepatitis_C_virus_isolate_QC264__complete_genome,,Canada: Quebec,Homo sapiens,serum sample of African immigrant,4b,,
gi_379772054_gb_JF735134_1__Hepatitis_C_virus_isolate_QC253__complete_genome,,Canada,Homo sapiens,serum from a patient infected with HCV,4,,
gi_379772040_gb_JF735127_1__Hepatitis_C_virus_isolate_QC108__complete_genome,,Canada,Homo sapiens,serum from a patient infected with HCV,4,,
gi_239836692_gb_FJ462439_1__Hepatitis_C_virus_isolate_QC384__complete_genome,,Canada: Quebec,Homo sapiens,serum sample of African immigrant,4r,,
gi_395147295_gb_JX227976_1__Hepatitis_C_virus_subtype_4r_isolate_HCV-4r/GB/BID-G2036__complete_genome,,United Kingdom,Homo sapiens,plasma,,,
gi_395147268_gb_JX227962_1__Hepatitis_C_virus_subtype_4r_isolate_HCV-4r/GB/BID-G1251__complete_genome,,United Kingdom,Homo sapiens,plasma,,,
